"genus","family","order","class","phylum"
"Kokia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Gossypioides","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Thespesia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Atkinsia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Azanza","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Hampea","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cephalohibiscus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Lebronnecia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cienfuegosia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Alyogyne","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Hibiscus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pavonia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Malvaviscus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Malachra","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Abelmoschus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Thepparatia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Talipariti","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Urena","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Decaschistia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Helicteropsis","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Macrostelia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Kosteletzkya","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Perrierophytum","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Humbertiella","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Megistostegium","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Lagunaria","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Howittia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Radyera","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Uladendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Quararibea","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Eriotheca","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pachira","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Ceiba","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Bombax","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pseudobombax","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Adansonia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cavanillesia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Rhodognaphalon","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Scleronema","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Aguiaria","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Catostemma","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Gyranthera","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Huberodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Bernoullia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Ochroma","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Patinoa","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Septotheca","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Fremontodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Chiranthodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Camptostemon","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pentaplaris","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Phragmotheca","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Neobuchia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Tilia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Craigia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Corchoropsis","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pterospermum","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Schoutenia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Eriolaena","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Dombeya","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Trochetiopsis","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Burretiodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Mortoniodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Berrya","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Diplodiscus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pentace","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Brownlowia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Heritiera","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cola","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Brachychiton","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Scaphium","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Argyrodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Franciscodendron","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Sterculia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Hildegardia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Firmiana","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Helicteres","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Triplochiton","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Reevesia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Durio","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Commersonia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Rulingia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Androcalva","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Seringia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Keraudrenia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Thomasia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Lasiopetalum","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Guichenotia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Hannafordia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Maxwellia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Melochia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Theobroma","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Herrania","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Guazuma","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Byttneria","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Ayenia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Rayleya","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Kleinhovia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Abroma","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Leptonychia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Corchorus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Triumfetta","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Heliocarpus","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Apeiba","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Entelea","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Sparrmannia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Grewia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Goethalsia","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Luehea","Malvaceae","Malvales","Magnoliopsida","Tracheophyta"
"Muntingia","Muntingiaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cytinus","Cytinaceae","Malvales","Magnoliopsida","Tracheophyta"
"Shorea","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Hopea","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pentacme","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Parashorea","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Vatica","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Neobalanocarpus","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Vateria","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Stemonoporus","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Monoporandra","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Upuna","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Anisoptera","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Dipterocarpus","Dipterocarpaceae","Malvales","Magnoliopsida","Tracheophyta"
"Xerochlamys","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Sarcolaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Mediusella","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Leptolaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Xyloolaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Perrierodendron","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Rhodolaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pentachlaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Schizolaena","Sarcolaenaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cistus","Cistaceae","Malvales","Magnoliopsida","Tracheophyta"
"Halimium","Cistaceae","Malvales","Magnoliopsida","Tracheophyta"
"Helianthemum","Cistaceae","Malvales","Magnoliopsida","Tracheophyta"
"Tuberaria","Cistaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cochlospermum","Bixaceae","Malvales","Magnoliopsida","Tracheophyta"
"Bixa","Bixaceae","Malvales","Magnoliopsida","Tracheophyta"
"Rhopalocarpus","Sphaerosepalaceae","Malvales","Magnoliopsida","Tracheophyta"
"Lachnaea","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Cryptadenia","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Passerina","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Drapetes","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Kelleria","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Struthiola","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Gnidia","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Pimelea","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Thecanthes","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Dirca","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Daphnopsis","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Stephanodaphne","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Peddiea","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Dais","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Phaleria","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Daphne","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Thymelaea","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Stellera","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Wikstroemia","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Edgeworthia","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Synaptolepis","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Aquilaria","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Synandrodaphne","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Octolepis","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Gonystylus","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Solmsia","Thymelaeaceae","Malvales","Magnoliopsida","Tracheophyta"
"Neurada","Neuradaceae","Malvales","Magnoliopsida","Tracheophyta"
"Perrottetia","Dipentodontaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Dipentodon","Dipentodontaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Huertea","Tapisciaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Tapiscia","Tapisciaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Gerrardina","Gerrardinaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Petenaea","Petenaeaceae","Huerteales","Magnoliopsida","Tracheophyta"
"Melicope","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Sarcomelicope","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Chorilaena","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Diplolaena","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Eriostemon","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Flindersia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Lunasia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Zanthoxylum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Toddalia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Vepris","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Phellodendron","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Skimmia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Dictamnus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Casimiroa","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pilocarpus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Ravenia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Calodendrum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Adenandra","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Choisya","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Tetradium","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Zieria","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Neobyrnesia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Perryodendron","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Euodia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Evodia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pitaviaster","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Acronychia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Comptonella","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Picrella","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Platydesma","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Medicosma","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Boronella","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Boronia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Drummondita","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Halfordia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Neoschmidia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pitavia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pentaceras","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Geijera","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Bouchardatia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Agathosma","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Empleurum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Hortia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Adiscanthus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Esenbeckia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Helietta","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Metrodorea","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Balfourodendron","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Ptelea","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Coleonema","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Orixa","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Conchocarpus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Angostura","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Sigmatanthus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Erythrochiton","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Neoraputia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Andreadoxa","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Almeidea","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Galipea","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Citrus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Atalantia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Aegle","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Glycosmis","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Clausena","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Correa","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Murraya","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Citropsis","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Naringi","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Monanthocitrus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Swinglea","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Burkillanthus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pamburus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Triphasia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Aeglopsis","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Afraegle","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Balsamocitrus","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pleiospermium","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Limonia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Clymenia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Paramignya","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Merope","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Wenzelia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Merrillia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Micromelum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Cneoridium","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Thamnosma","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Boenninghausenia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Psilopeganum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Chloroxylon","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Ruta","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Haplophyllum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Spathelia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Dictyoloma","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Harrisonia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Cneorum","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Ptaeroxylon","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Cedrelopsis","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Bottegoa","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Kirkia","Rutaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Aglaia","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Aphanamixis","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Sphaerosacme","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Reinwardtiodendron","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Lansium","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Cabralea","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Dysoxylum","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Guarea","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Ruagea","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Leplaea","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Heckeldora","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Chisocheton","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Anthocarapa","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Synoum","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Turraeanthus","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Trichilia","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
"Pterorhachis","Meliaceae","Sapindales","Magnoliopsida","Tracheophyta"
